CAB 271|4 Telli Kemençe III|Türkçe|1|2|CAB 172 MIN CCveya CAB 172E MIN CC|Yok|1. Pozisyon etüdleri. 2. pozisyon başlangıç etüdleri, Rast ve Uşşak makamlarında diziler, aranağmeler, peşrev ve saz semaileri.
CAB 272E|4 Telli Kemençe IV|İngilizce|1|2|CAB 271 MIN CCveya CAB 271E MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 272|4 Telli Kemençe IV|Türkçe|1|2|CAB 271 MIN CCveya CAB 271E MIN CC|Yok|1. Pozisyon etüdleri, Bayati, Hüseyni, Neva, Pencgâh makamlarında ıskalalar, aranağmeler, peşrev ve saz semaileri. Şarkılar ve diğer formlarda eserler.
CAB 273||Türkçe|1|2|CAB 174 MIN CC|Yok|Türküler üzerinde yay egzersizleri. 5 ve 7 zamanlı usullerde yay egzersizleri. Ritmik kalıplar üzerinde yavaş, orta metronomda çalışmalar. Yanık Kerem, Düz Kerem, dizilerinin seslendirilmesi. Staccato, çarpma, çift çarpma çalışmalarını ezgi içerisinde uygulama. Yahyalı Kerem, Kalenderi, Garip dizilerinin seslendirilmesi ve örnek ezgiler üzerinde çalışma. Ezgilere göre değişkenlik gösteren tavır farklılıklarının tek tel ve çift tel kullanılarak çalışılması.
CAB 274||Türkçe|1|2|CAB 273 MIN CC|Yok|Tatyan Kerem dizisinin seslendirilmesi. Ezgi örneklerinden yararlanarak açış çalışmaları. 5 ve 7 zamanlı ezgiler üzerinde çalışmalar. 5 ve 7 zamanlı ritim ve ezgilerin farklı düzümlerde çalışılması. Çift tel çalışmaları. Kemençede farklı ezgi ve ritimlerde yön değiştirme çalışmaları. Karadeniz Bölgesinde en çok yoğunluk gösteren 5, 7 zamanlı usullerde türkü ve oyun ezgileriyle çalışmalar. Ritm eşliğinde toplu senkronize çalışmalar. Farklı akortlarda ezgi çalışmaları. Yol havası çalışmaları. Ezgilerin çalınması anında farklı tavırlara geçme. Trabzon, Giresun, Ordu, Samsun, Rize’de farklılık gösteren yay ve ezgi tavırları. Yay çekerken ve iterken baskılarla ritm verme tekniği. Yayın başlangıç ve bitiminde ritmik köşeleri, parmak vurarak iç ritmleri tamamlama teknikleri. Ara vermeden 2, 3, 4, 5, 6, 7, 8, 9, 10 zamanlılara akıcı olarak geçiş yapma. Yol havası çalınırken toplu halde ritmik ezgilere geçiş. Transpoze çalışmaları. İllere göre değişkenlik ve tavır farklılıkları.
CAB 275E|Kemane III|İngilizce|1|2|CAB 176 MIN CCveya CAB 176E MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 275|Kemane III|Türkçe|1|2|CAB 176 MIN CCveya CAB 176E MIN CC|Yok|Üçleme, altılama, senkop ve ezgilerde görülen motif örnekleriyle yay çalışmaları. Süsleme seslerinin yayda kullanımı. Çarpma, çift çarpma, mordan, tril, grupetto çalışmaları. Legato ve staccato çalışmaları ve ezgi içinde uygulamaları. Kromatik diziler. Birleşik usullü ezgilere geçiş. Motif, cümle, ezgi yaklaşımıyla yayda ifade ayrımı ve vurgu çalışmaları. Örnek ezgilerle çalışmalar.
CAB 276E|Kemane IV|İngilizce|1|2|CAB 275 MIN CCveya CAB 275E MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 276|Kemane IV|Türkçe|1|2|CAB 275 MIN CCveya CAB 275E MIN CC|Yok|Aksak ritmler üzerinde yay çalışmaları. Temrinlerle; yavaş, orta, hızlı tempo çalışmaları. Halk ezgilerinde kullanılan formlara yönelik kısa ve sade yazılımlı Halay, Hora, Karşılama, Bar, Horon, Semah, Zeybek ve Teke zortlatması ezgi örnekleriyle çalışmalar. Türk Halk müziğinde kullanılan Yahyalı Kerem, Beşiri, Garip, Kalenderi dizileri ve örnek ezgilerle çalışmalar. Yöre ezgilerinden yola çıkarak küçük açış çalışmaları. Transpoze denemeleri.
CAB 277||Türkçe|1|2|CAB 178 MIN CCveya CAB 178E MIN CCveya CAB 142 MIN CC|Yok|3 diyez/bemole kadar dört oktav gamlar ve arpejleri - ayrı ve aynı eller ile teknik çalışmalar. Barok, Klasik, Romantik ve 20. yüzyıl stil özellikleri; Czerny op.599 Etütler, Duvernoy op.176 Etütler, J.S.Bach Anna Magdelena Bach Albümü; Clementi, Dussek, Kuhlau, Beethoven Sonatinler, Schumann ve Çaykovski Gençlik Albümleri.
CAB 278||Türkçe|1|2|CAB 277 MIN CCveya CAB 241 MIN CCveya CAB 277E MIN CC|Yok|4 diyez/bemole kadar dört oktav gamlar ve arpejleri - ayrı ve aynı eller ile teknik çalışmalar, Barok, Klasik, Romantik ve 20. yüzyıl stil özellikleri; Czerny op.599 Etütler, Duvernoy op.176 Etütler, J.S.Bach Anna Magdelena Bach Albümü; Clementi, Dussek, Kuhlau, Beethoven Sonatinler, Schumann ve Çaykovski Gençlik Albümleri.
CAB 279|Koltuk Davul I|Türkçe|1|2|Yok|Yok|Koltuk davulu hakkında genel bilgi, davulu tutma pozisyonu. El ve bileğin kullanım çalışmaları, metronom çalışmaları.
CAB 280|Koltuk Davul II|Türkçe|1|2|CAB 279 MIN CC|Yok|El ve bileğin kullanım çalışmaları, parmak fiske çalışmaları, metronom çalışmaları, sürat çalışmaları, farklı vuruş teknikleri ve repertuar çalışmaları.
CAB 281||Türkçe|1|2|CAB 182 MIN CC|Yok|Enstrumanı tanıma, basit usullerde uygulamalar, fasıl formunda uygulama,
CAB 282||Türkçe|1|2|CAB 281 MIN CC|Yok|Enstrumanı tanıma, basit usullerde uygulamalar, fasıl formunda uygulama
CAB 283|Trombon III|Türkçe|2|6|CAB 184 MIN CC|Yok|Tüm pozisyonlarda temiz sesler elde etmek. Ton geliştirici dil ve bağ egzersizleri yapmak.İnterval çalışmaları. Yarım kromatik ses çalışmaları. Ayrıca horn ailesi enstrümanlarının (korno, trompet, trombon, tuba) tarihi gelişimi ile ilgili bilgiler verilmesi. Etüd, konçerto ve sonatların dönem içinde çalışılması.
CAB 284|Trombon IV|Türkçe|2|6|CAB 283 MIN CC|Yok|Tüm pozisyonlarda temiz sesler elde etmek. Ton geliştirici dil ve bağ egzersizleri yapmak.İnterval çalışmaları. Yarım kromatik ses çalışmaları. Ayrıca horn ailesi enstrümanlarının (korno, trompet,trombon,tuba) tarihi gelişimi ile ilgili bilgiler verilmesi. Etüd,konçerto ve sonatların dönem içinde çalışılması.
CAB 285||Türkçe|1|2|CAB 186 MIN CC|Yok|İleri piyano bilgi ve becerileri; dört diyez ve dört bemollüye kadar olan majör ve minör gamlar ve arpejlerin iki el uygulaması; Barok, Klasik, Romantik veya 20.yüzyıl dönemlerinden üç eserin teknik ve yorum çalışmaları.
CAB 286||Türkçe|1|2|CAB 285 MIN CC|Yok|İleri piyano bilgi ve becerileri; dört diyez ve dört bemollüye kadar olan majör ve minör gamlar ve arpejlerin iki el uygulaması; Barok, Klasik, Romantik veya 20.yüzyıl dönemlerinden üç eserin teknik ve yorum çalışmaları.
CAB 287E|Gitar III|İngilizce|1|2|CAB 188 MIN CCveya CAB 150 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 287||Türkçe|1|2|CAB 188 MIN CCveya CAB 150 MIN CC|Yok|Klasik gitar repertuarındaki teknik düzeyi geliştirici etütler. Sağ el tekniğini geliştiren arpej çalışmaları. Sol el tekniğini geliştiren alıştırmalar ve etütler. Klasik dönemden eserler. Klasik dönemdeki eserlerde artikülasyon ve yorum çalışması. Klasik gitar repertuarındaki Anadolu halk müziği düzenlemeleri ve Doğu-Batı sentezini temel alan besteler.
CAB 288E|Gitar IV|İngilizce|1|2|CAB 287E MIN CCveya CAB 287 MIN CCveya CAB 249 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 288||Türkçe|1|2|CAB 287 MIN CCveya CAB 249 MIN CCveya CAB 287E MIN CC|Yok|Klasik gitar repertuarındaki teknik düzeyi geliştirici etütler. Sağ el tekniğini geliştiren arpej çalışmaları. Sol el tekniğini geliştiren alıştırmalar ve etütler. Klasik dönemden eserler. Klasik dönemdeki eserlerde artikülasyon ve yorum çalışması. Klasik gitar repertuarındaki Anadolu halk müziği düzenlemeleri ve Doğu-Batı sentezini temel alan besteler.
CAB 289||Türkçe|1|2|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 290||Türkçe|1|2|Yok|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 291E|Lavta III|İngilizce|1|2|CAB 192 MIN CCveya CAB 192E MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 291|Lavta III|Türkçe|1|2|CAB 192 MIN CCveya CAB 192E MIN CC|Yok|Teknik çalışmalar. Rast, Nikriz, Nihavend, Mahur ve Neveser makamlarında icra çalışmaları.
CAB 292E|Lavta IV|İngilizce|1|2|CAB 291 MIN CCveya CAB 291E MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 292|Lavta IV|Türkçe|1|2|CAB 291 MIN CCveya CAB 291E MIN CC|Yok|Teknik çalışmalar. Segâh, Hüzzam, Müstear makamlarında eser icrası. Taksim ve deşifre çalışmaları.
CAB 293||Türkçe|1|2|CAB 194 MIN CC|Yok|Zurnada akort. Garip (Hicaz) dizisi üzerinde teknik çalışmalar. Si bemol ve Do diyez sesinin çıkartılması için parmak ve dudak egzersizler. Sol ve La kararlı zeybek ezgilerinin, basit diziler üzerinde Kaba zurna ile icra edilmesi. Dokuz zamanlı usuller ile uzun ve kırık havaların teknik çalışmaları
CAB 294||Türkçe|1|2|CAB 293 MIN CC|Yok|Garip dizisinin Kaba zurna üzerindeki uygulamaları. La kararlı garip (hicaz) dizisindeki ezgilerin, Kaba zurna ile zeybek tavrıyla icra edilmesi. Uzun ve kırık havalar üzerinde teknik çalışmalar
CAB 295E|Viyolonsel III|İngilizce|1|2|CAB 196 MIN CCveya CAB 134 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 295|Viyolonsel III|Türkçe|1|2|CAB 196 MIN CCveya CAB 134 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 296E|Viyolonsel IV|İngilizce|1|2|CAB 295 MIN CCveya CAB 233 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 296|Viyolonsel IV|Türkçe|1|2|CAB 295 MIN CCveya CAB 233 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 300|Zurna V|Türkçe|2|6|CAB 204 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 3013|Viyola V|Türkçe|1|2|CAB 2014 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 3014|Viyola VI|Türkçe|1|2|CAB 3013 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 302|Korno V|Türkçe|2|6|CAB 212 MIN DD|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 304|Zurna VI|Türkçe|2|6|CAB 300 MIN CC|Yok|Çalış teknikleri için yazılmış alıştırmalar. Eşlikli eser örnekleri. Hüseyni makamında çalışmalar ve eserler.
CAB 305||Türkçe|2|6|CAB 206 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 306||Türkçe|2|6|CAB 305 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 307||Türkçe|2|6|CAB 208 MIN CC|Yok|Bağlamada tril ve tremolo ile ilgili tezene ve parmak egzersizleri. Bağlamada tril ve tremolo ile ilgili etüt uygulamaları. Değişik düzenlerde (Bozuk düzeni, Zeybek / Hüdayda düzeni, Sürmeli Düzeni, Tar düzeni vb) tril ve tremolo tezenelerinin uygulandığı yöresel tezene teknikleri ile ilgili eserlerin icrası.
CAB 308||Türkçe|2|6|CAB 307 MIN CC|Yok|Bağlama düzeni 1. 2. ve 3. Pozisyonları ile ilgili karma etüt ve eser uygulamaları. Bağlama düzeni ile ilgili yazılmış teknik parçalarla ilgili uygulamalar. Bağlama düzeninde açış çalışmaları. Bağlama düzeninde sürate dayalı çalışmalar. Bağlama düzeninde icra düzeyi yüksek eserin icrası.
CAB 309||Türkçe|2|6|CAB 210 MIN CC|Yok|Teknik çalışmalar. Acemaşiran ve Şevkefza makamlarında icra çalışmaları. Taksim, göçürme ve deşifre çalışmaları,
CAB 3101|Keman V|Türkçe|1|2|CAB 2102 MIN CC|Yok|2. ve 4. Pozisyonlar. Gam ve arpej çalışmaları. Konçerto formunda örnek eser. Nihavend, Sultaniyegah ve Ferahfeza makamlarında örnek eserler.
CAB 3102|KemanVI|Türkçe|1|2|CAB 3101 MIN CC|Yok|Gam ve arpej çalışmaları. 5. Pozisyon. Solo sonat formunda örnek eser. Konçerto formunda örnek eser. Buselik ve Neveser makamlarında örnek eserler.
CAB 310||Türkçe|2|6|CAB 309 MIN CC|Yok|Teknik çalışmalar. Şedaraban, Sultaniyegah, Ferahfeza makamlarında eser icrası. Taksim ve dikte çalışmaları.
CAB 312|Korno VI|Türkçe|2|6|CAB 302 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 313||Türkçe|2|6|CAB 214 MIN CC|Yok|Hüseyni perdesinde hicaz aralığı ve dizilerin ney üzerine seslendirilmesi Suzidil makamında peşrev, saz semaisi ve sözlü eserler. Şehnaz makamında peşrev, saz semaisi ve sözlü eserler. Neva perdesinde Uşşak –Hüseyni dizisi. Arazbar makamında peşrev, saz semaisi ve sözlü eserler. Üslub, tavır çalışmaları ve eski kayıtların dinlenmesi
CAB 314||Türkçe|2|6|CAB 313 MIN CC|Yok|Rast perdesinde karar veren makamlar için Kar-ı Natık çalışmaları. Pesendide makamında peşrev ve semaileri, sözlü eserler . Pençgah makamında peşrev ve semaileri, sözlü eserler .. Nişabur ve Nişaburek makamlarında peşrev ve semaileri, sözlü eserler. Taksim Çalışmaları, Vibrato, tavır ve üslûp çalışmaları.
CAB 315||Türkçe|2|6|CAB 216 MIN CC|Yok|Güçlüsü Mi ve Re olan farklı Garip dizileri ile teknik çalışmalar. Garip dizisine örnek sözlü ve sözsüz kırık havalar. Garip dizisinde açış ve uzun havaların icrası. Deyiş tavrı üzerine çalışmalar. Azerbaycan bölgesine ait örnek sözlü ve sözsüz ezgi icrası.
CAB 316||Türkçe|2|6|CAB 315 MIN CC|Yok|Bozlak dizileri egzersizleri ve bu dizilere örnek sözlü, sözsüz ezgiler. Bozlak dizisine örnek uzun hava ve açış çalışmaları. Yöre sanatçıları tarafından Mey ve Zurna ile çalınmış kaset ve CD lerin dinletilmesi. Yörelere göre Samahlar üzerinde çalışmalar ve örnekler. Elazığ yöresi Elezber ve Kürdi dizileri ve kadın halaylarının icrası.
CAB 317||Türkçe|2|6|CAB 218 MIN CC|Yok|Farklı yörelerden derlenen kırık ve uzun havaların sesli/görüntülü kayıtlardan faydalanarak, farklı bölgesel tavır özelliklerinin çözümlenmesi ve icraları; Güneydoğu Anadolu Bölgesi tavır özelliklerinin tespiti, kırık ve uzun havalar üzerinde repertuar uygulamaları. Doğu Anadolu Bölgesi tavır özelliklerinin tespiti, kırık ve uzun havalar üzerinde repertuar uygulamaları. Azerbaycan tavır özelliklerinin tespiti, kırık ve uzun havalar üzerinde repertuar uygulamaları.
CAB 3183|Kontrbas V|Türkçe|1|2|CAB 2184 MIN CC|Yok|Mi,Si ve Do Majör gam çalışmaları.Oktav çalışmalarını güçlendirmek için etütler. 2 ve 2 buçuk pozisyona geçiş. Vibrato tekniği. Hümayün ve Nikriz makamında örnek eserler.
CAB 3184|Kontrbas VI|Türkçe|1|2|CAB 3183 MIN CC|Yok|3 ve 3 bucuk pozisyona geçiş.Re ve Mi bemol major gam çalışmaları. Sonat formunda örnek eser..Dönemlere ve eserlere gore yorum çalışması. Acemaşiran ,Mahur ve Zavil makamında örnek saz eserleri
CAB 318||Türkçe|2|6|CAB 317 MIN CC|Yok|Farklı yörelerden derlenen kırık ve uzun havaların sesli/görüntülü kayıtlardan faydalanarak, farklı bölgesel tavır özelliklerinin çözümlenmesi ve icraları; Doğu Karadeniz Bölgesi tavır özelliklerinin tespiti, kırık ve uzun havalar üzerinde repertuar uygulamaları. Batı Karadeniz Bölgesi tavır özelliklerinin tespiti, kırık ve uzun havalar üzerinde repertuar uygulamaları. Rumeli ve Marmara Bölgesi tavır özelliklerinin tespiti, kırık ve uzun havalar üzerinde repertuar uygulamaları.
CAB 319||Türkçe|2|6|CAB 220 MIN CC|Yok|Tüm gamların bağlı ve dilli çalışılması. Tüm gamlarda arpej ve D7’li akorların çalışılması. Etüt çalışmaları. Romantik dönem konçerto formunda eser çalışması. Kürdilihicazkar makamında saz semaileri ve longa icrası.
CAB 320||Türkçe|2|6|CAB 319 MIN CC|Yok|Tüm gamların bağlı ve dilli çalışılması. Tüm gamlarda arpej ve D7’li akorların çalışılması. Etüt çalışmaları. Romantik dönem konçerto formunda eser çalışması. Kürdilihicazkar makamında saz semaileri ve longa icrası.
CAB 321||Türkçe|2|6|CAB 222 MIN CC|Yok|5 diyezli ve 5 bemollü, majör ve minör gamların çalınabilmesi. Romantik dönem sonatının ve barok dönem sonatının çalınışındaki yorum farklılıklarının çalışılması. Nüans çalışmaları. Konçerto formunda bir eserin çalışılması. Tril çalışmaları. 2 obua için yazılmış bir konçertonun çalışılması. Öğrenilen tüm tonlarda teknik çalışmalar. Hicaz, Kürdi ve Rast makamlarında saz eserleri.
CAB 322||Türkçe|2|6|CAB 321 MIN CC|Yok|Altı diyez ve 6 bemole kadar tüm gamlarda alıştırmalar. Üçlü, dörtlü ve beşli aralıkları diyaframla bağlama çalışmaları. Çok kısa staccato çalışmaları. Barok dönem stilinin ve ilgili eserlerin çalışılması. Modern dönem eserlerinin gerektirdiği karakterleri uygulayabilme ve bunlar için gerekli çalışmalar. PP ve FF nüansları için gerekli çalışmalar Klasik dönem eserlerini tanıma ve vibrato çalışmalarına başlama. Rast, Nihavent ve Nikriz makamında saz eserleri
CAB 323||Türkçe|2|6|CAB 224 MIN CC|Yok|Bir klasik konçertonun kadansı ile birlikte çalışılması. Yirminci yüzyıl dönemine ait bir solo eser. Orkestra soloları üzerinde çalışmalar. Yirminci yüzyıl dönemine ait bir piyanolu sonat.
CAB 324||Türkçe|2|6|CAB 323 MIN CC|Yok|Extra-europeen gamlar, caz gamları, Farklı tınısal renkleri eser içinde kullanmaya yönelik çalışmalar. Cümlelemede ustalık çalışmaları. Orkestra soloları üzerinde çalışmalar. Stil üzerine detaylı çalışmalar.Poulenc Sonata, Romberg Konçerto.
CAB 325||Türkçe|2|6|CAB 226 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 326||Türkçe|2|6|CAB 325 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 327||Türkçe|2|6|CAB 228 MIN CC|Yok|Pozisyon ve ajilite etüdleri. Kürdîlihicazkâr, Muhayyerkürdî, Muhayyer, Acemkürdi makamlarında diziler, aranağmeler, peşrev ve saz semaileri. Bu makamlarda transpozisyon ve taksim çalışmaları. Sözlü eserler.
CAB 328||Türkçe|2|6|CAB 327 MIN CC|Yok|3. telde pozisyon çalışmaları. Saba, Bestenigâr, Şevkefza makamlarında alıştırmalar, aranağmeler, peşrev ve saz semaileri. Bu makamlarda göçürme ve taksim çalışmaları. Sözlü eserler.
CAB 329||Türkçe|2|6|CAB 230 MIN CC|Yok|Pozisyon ve agilite etüdleri. Kürdîlihicazkâr, Muhayyerkürdî, Muhayyer, Acemkürdi makamlarında diziler, aranağmeler, peşrev ve saz semaileri. Bu makamlarda transpozisyon ve taksim çalışmaları. Sözlü eserler.
CAB 330||Türkçe|2|6|CAB 329 MIN CC|Yok|3. telde pozisyon çalışmaları. Saba, Bestenigâr, Şevkefza makamlarında alıştırmalar, aranağmeler, peşrev ve saz semaileri. Bu makamlarda göçürme ve taksim çalışmaları. Sözlü eserler.
CAB 331||Türkçe|2|6|CAB 232 MIN CC|Yok|Yorum, yorumcu nedir felsefesi ve ilkeleri üzerine tartışmalar. N.Paganini kaprisler 20 ya da 21. yüzyıl Türk Bestecilerine ait Konçerto, Romantik dönem sonat. Longalar, Sirtolar, Oyun Havaları. Makamlar : Nikriz, Şehnaz, Hicazkâr, Hicaz, Beyati Araban, Sultanıyegâh
CAB 332||Türkçe|2|6|CAB 331 MIN CC|Yok|Yorum, yorumcu nedir felsefesi ve ilkeleri üzerine tartışmalar. Ekstansiyon alıştırmaları. N.Paganini kaprisler 20 ya da 21. yüzyıl Türk Bestecilerine ait Konçerto, Romantik dönem sonat. Longalar, Sirtolar, Oyun Havaları. Makamlar : Nikriz, Şehnaz, Hicazkâr, Hicaz, Beyati Araban, Sultanıyegâh
CAB 333||Türkçe|2|6|CAB 234 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 334||Türkçe|2|6|CAB 333 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 335||Türkçe|2|6|CAB 236 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 336||Türkçe|2|6|CAB 335 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 337||Türkçe|2|6|CAB 238 MIN CC|Yok|Yayın hakimiyeti ve hızını arttırmak için etüt ve alıştırmalar. Bach 3 numaralı Süit. Bir 20.yySonatı. Orkestra partilerini tanıtan alıştırmalar. Oktav çalışmalarını güçlendirmek için etütler. 20.yy Konçerto. Hicazkâr makamında saz eserleri.
CAB 338||Türkçe|2|6|CAB 337 MIN CC|Yok|Yayın hakimiyeti ve hızını arttırmak için etüt ve alıştırmalar. Bach 3 numaralı Süit. Bir 20.yy Sonat. Orkestra partilerini tanıtan alıştırmalar. Oktav çalışmalarını güçlendirmek için etütler. 20.yy Konçerto. Hicazkâr makamında saz eserleri.
CAB 339||Türkçe|2|6|CAB 240 MIN CC|Yok|Karşılama form örnekleriyleçalışmalar. Trakyaezgilerindekitavırözelliklerinintanıtılmasıveçalgıdaicrası. Farklıyörelerdekullanılankarşılamaların, benzerlikvefarklılıklarınınbulunupçalgıdaicrası. Garipdizisineyönelikseyirvetranspozeçalışmaları. FarklıdüzümlerdeAksak Yay uygulamaları.
CAB 340||Türkçe|2|6|CAB 339 MIN CC|Yok|Horonformundakiezgiörnekleriyleçalışmalar. TatyanKeremdizisineyönelikseyirvetranpozeçalışmaları. Karadenizyöresiezgilerindekitavırözelliklerinintanıtılmasıveçalgıdaicrası. Yolhavasıörneklerinindinletilmesiveçalgıdaicraçalışmaları. Karadenizyöresindekullanılanözel yay uygulamaları.
CAB 341||Türkçe|2|6|CAB 242 MIN CC|Yok|Chopin, Lizst, Debussy, Bach, Scriabin, Faure, Ravel, Bartok, Ligeti, Stravinski, Rachmaninov, Szymanovski’ye ait etüt ve eserleri, Empresyonist ya da modern eserler repertuvarından örneklemeler.
CAB 342||Türkçe|2|6|CAB 341 MIN CC|Yok|Beethoven, Mendelssohn, Schumann, Brahms, Chopin, Lizst ve Rachmaninov’a ait etüt ve eserler. Romantik Dönem eser repertuvarından örnekler, Rey, Saygun, Erkin, Tarcan’tan çeşitli Türk ve dünya müziği örnekleri.
CAB 343||Türkçe|1|2|Yok|Yok|Barok, Klasik, Romantik ve 20. yüzyıl stil özellikleri; Bach Envansiyonlar, Mozart ve Beethoven Sonatlar, Chopin Valsler ve Mazurkalar, Kabalevsky, Bartok, Debussy, Prokofiev, Saygun küçük parçalar.
CAB 344||Türkçe|1|2|Yok|Yok|Barok, Klasik, Romantik ve 20. yüzyıl stil özellikleri; Bach Envansiyonlar, Mozart ve Beethoven Sonatlar, Chopin Valsler ve Mazurkalar, Kabalevsky, Bartok, Debussy, Prokofiev, Saygun, Tarcan küçük parçalar.
CAB 345||Türkçe|2|6|CAB 246 MIN CC|Yok|Mızraplı ileri çalış teknikleri etütleri. İki elin farklı kullanımı ile ilgili icralar. Farklı makamlarda repertuar icrası. Taksim çalışması. Mansur, Kızneyi, Süpürde, Müstahzen, Yıldız, Şah akortta akortları üzerine çalışmalar. Ses solistine eşlik. Saz topluluğunda çalma. Ferit Alnar’ın eserlerinin analizi. Yorum konusuna giriş. Nüans çalışmaları.
CAB 346||Türkçe|2|6|CAB 345 MIN CC|Yok|Teknik ve mekanik egemenlik kazandırmak için; Mızraplı ileri çalış teknikleri için yazılmış alıştırmalar ve eserler. Sağ ve sol elin farklı kullanımı ile ilgili olarak yazılmış alıştırma, etüt ve eserler. İleri Mızrapsız çalış teknikleri. Türk Müziği makam repertuarı icrası. Taksim çalışması. Makam seslerinin kullanılması ile ilgili çalışmalar. Transpozisyon teknikleri ile ilgili olarak Mansur, Kızneyi, Süpürde, Müstahzen, Yıldız, Şah, Davut akortta çalışmalar. Türk Musıkisi üslûbu kazandırmaya yönelik; Ses solistine refakat. Saz topluluğu icrası. Birleşik makamlarda giriş taksimleri ile birlikte ana makamlardan birleşik makamlara veya birleşik makamların kendi içinde geçiş taksimleri. Kanun çalgısının tavrı ile ilgili olarak Ferit Alnar’ın teknik, mekanik ve müzikal egemenliği ile ilgili çalışmalar. Müzikal egemenlik kazandırmak için; Yorum konusunda çalışmalar. Nüans konusunda çalışmalar. Solistlik çalışmalarına giriş.
CAB 347||Türkçe|2|6|CAB 248 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 348||Türkçe|2|6|CAB 347 MIN CC|Yok|Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
CAB 349||Türkçe|2|6|CAB 250 MIN CC|Yok|Klasik gitar repertuarındaki teknik düzeyi geliştirici etütler. Sağ el tekniğini geliştiren arpej çalışmaları. Sol el tekniğini geliştiren alıştırmalar ve etütler. Romantik dönemden eserler. Romantik dönemdeki eserlerde artikülasyon ve yorum çalışması. Klasik gitar repertuarındaki Anadolu halk müziği düzenlemeleri ve Doğu-Batı sentezini temel alan besteler.
CAB 350||Türkçe|2|6|CAB 349 MIN CC|Yok|Klasik gitar repertuarındaki teknik düzeyi geliştirici etütler. Sağ el tekniğini geliştiren arpej çalışmaları. Sol el tekniğini geliştiren alıştırmalar ve etütler. Çağdaş dönemden eserler. Çağdaş dönemdeki eserlerde artikülasyon ve yorum çalışması. Klasik gitar repertuarındaki Anadolu halk müziği düzenlemeleri ve Doğu-Batı sentezini temel alan besteler.
CAB 351||Türkçe|1|2|CAB 252 MIN CC|Yok|Onaltılık notlarla triole. Nüans işaretleri. Mandal kullanımı. Çarpma. Çalgının akortlanması. Süznak makamı , hicazkar makamı ve curcuna usulü. Şedd-i araban makamı ve aksak semai usulü. Nikriz makamı ve oynak usulü. Örnek eserlerin çalınması.
CAB 352||Türkçe|1|2|CAB 351 MIN CC|Yok|Onaltılık notlarla triole. Nüans işaretleri. Mandal kullanımı. Çarpma. Çalgının akortlanması. Süznak makamı, hicazkar makamı ve curcuna usulü. Şedd-i araban makamı ve aksak semai usulü. Nikriz makamı ve oynak usulü. Örnek eserlerin çalınması.
CAB 353||Türkçe|1|2|CAB 254 MIN CC|Yok|Teknik çalışmalar. Acemaşiran ve şevkefza makamlarında eser icrası. Taksim göçürme çalışmaları.
